Accession,UniProtKB,EC_Number,COG,Chromosome,Source,Start,Stop,DNA_Length,Protein_Length,GenBank_Name,UniProt_GO,KEGG_Enzymes,KEGG_Pathways
EIC28244.1,H8GMK4,1.9.3.1,C,NZ_CM001475.1,chromosome,417714,418316,602,200,"heme/copper-type cytochrome/quinol oxidase, subunit 3",GO:0004129; GO:0005886; GO:0016021; GO:0019646,"ko:K02276,ko:K15408","ko00190,ko01100,map00190,map01100"
EIC28245.1,H8GMK5,1.9.3.1,C,NZ_CM001475.1,chromosome,418309,420303,1994,664,"cytochrome c oxidase, subunit I",GO:0004129; GO:0005886; GO:0006119; GO:0009060; GO:0015990; GO:0016021; GO:0020037; GO:0046872; GO:0070469,"ko:K02274,ko:K15408","ko00190,ko01100,map00190,map01100"
EIC28246.1,H8GMK6,1.9.3.1,C,NZ_CM001475.1,chromosome,420315,421277,962,320,"heme/copper-type cytochrome/quinol oxidase, subunit 2",GO:0004129; GO:0005507; GO:0016021; GO:0020037,"ko:K02275,ko:K17223","ko00190,ko00920,ko01100,ko01120,map00190,map00920,map01100,map01120"
EIC28366.1,H8GND7,1.9.3.1,C,NZ_CM001475.1,chromosome,594599,597142,2543,847,"cytochrome c oxidase, subunit I",GO:0004129; GO:0009060; GO:0015990; GO:0016021; GO:0020037; GO:0070469,"ko:K02274,ko:K15408","ko00190,ko01100,map00190,map01100"
EIC28368.1,H8GND9,1.9.3.1,C,NZ_CM001475.1,chromosome,598210,599205,995,331,"cytochrome c oxidase, subunit II",GO:0004129; GO:0005507; GO:0016021; GO:0020037,"ko:K02275,ko:K17223","ko00190,ko00920,ko01100,ko01120,map00190,map00920,map01100,map01120"
EIC29574.1,H8GNI1,1.9.3.1,C,NZ_CM001475.1,chromosome,2023134,2024657,1523,507,"cytochrome c oxidase, subunit II",GO:0004129; GO:0005507; GO:0005886; GO:0016021; GO:0020037; GO:0070469,ko:K02275,"ko00190,ko01100,map00190,map01100"
EIC29575.1,H8GNI2,1.9.3.1,C,NZ_CM001475.1,chromosome,2024728,2026350,1622,540,"cytochrome c oxidase, subunit I",GO:0004129; GO:0005886; GO:0006119; GO:0009060; GO:0015990; GO:0016021; GO:0020037; GO:0045277; GO:0046872,ko:K02274,"ko00190,ko01100,map00190,map01100"
EIC29577.1,H8GNI4,1.9.3.1,C,NZ_CM001475.1,chromosome,2027054,2027926,872,290,"heme/copper-type cytochrome/quinol oxidase, subunit 3",GO:0004129; GO:0005886; GO:0016021; GO:0019646,ko:K02276,"ko00190,ko01100,map00190,map01100"
EIC29880.1,H8GR53,1.9.3.1,C,NZ_CM001475.1,chromosome,2388413,2388940,527,175,"heme/copper-type cytochrome/quinol oxidase, subunit 2",GO:0004129; GO:0005507; GO:0016021,ko:K02275,"ko00190,ko01100,map00190,map01100"
EIC29881.1,H8GR54,1.9.3.1,C,NZ_CM001475.1,chromosome,2388933,2390555,1622,540,"heme/copper-type cytochrome/quinol oxidase, subunit 1",GO:0004129; GO:0009060; GO:0016021; GO:0020037,ko:K02274,"ko00190,ko01100,map00190,map01100"
EIC31587.1,H8GJQ8,1.97.1.4,C,NZ_CM001475.1,chromosome,4399340,4400425,1085,361,pyruvate-formate lyase-activating enzyme,GO:0006355; GO:0008270; GO:0016829; GO:0043565; GO:0051536,ko:K04069,NA
EIC30154.1,H8GHK2,2.3.1.12,C,NZ_CM001475.1,chromosome,2757368,2758672,1304,434,"pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase, long form",GO:0004742; GO:0006096; GO:0045254,ko:K00627,"ko00010,ko00020,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00020,map00620,map01100,map01110,map01120,map01130,map01200"
EIC29252.1,H8GKT0,2.3.1.61,C,NZ_CM001475.1,chromosome,1645641,1646888,1247,415,2-oxoglutarate dehydrogenase complex dihydrolipoamide succinyltransferase,GO:0004149; GO:0006099; GO:0033512; GO:0045252,ko:K00658,"ko00020,ko00310,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00310,map01100,map01110,map01120,map01130,map01200"
EIC31245.1,H8GGX0,3.1.3.77,C,NZ_CM001475.1,chromosome,4001848,4002540,692,230,"2,3-diketo-5-methylthio-1-phosphopentane phosphatase",GO:0000287; GO:0019284; GO:0019509; GO:0043715; GO:0043716; GO:0043874,ko:K09880,"ko00270,ko01100,map00270,map01100"
EIC28122.1,H8GLC3,3.1.4.46,C,NZ_CM001475.1,chromosome,260793,261731,938,312,glycerophosphoryl diester phosphodiesterase,GO:0006629; GO:0008081,ko:K01126,"ko00564,map00564"
EIC30686.1,H8GMG2,3.4.23.51,C,NZ_CM001475.1,chromosome,3374562,3375014,452,150,hydrogenase maturation protease,GO:0008047; GO:0008233,"ko:K03605,ko:K04656,ko:K08315",NA
EIC30053.1,H8GGU0,3.5.1.11,C,NZ_CM001475.1,chromosome,2639555,2641975,2420,806,penicilin amidase,GO:0016811; GO:0017000; GO:0046872,ko:K01434,"ko00311,ko01130,map00311,map01130"
EIC30423.1,H8GKD2,3.5.1.11,C,NZ_CM001475.1,chromosome,3068785,3071166,2381,793,penicilin amidase,GO:0016811; GO:0017000; GO:0046872,ko:K01434,"ko00311,ko01130,map00311,map01130"
EIC28338.1,H8GNA9,3.6.1.1,C,NZ_CM001475.1,chromosome,558897,559559,662,220,inorganic pyrophosphatase,GO:0000287; GO:0004427; GO:0005737; GO:0006796,ko:K01507,"ko00190,map00190"
EIC30116.1,H8GHG4,3.6.1.7,C,NZ_CM001475.1,chromosome,2705740,2706009,269,89,acylphosphatase,GO:0003998,ko:K01512,"ko00620,ko00627,ko01120,map00620,map00627,map01120"
EIC30260.1,H8GIS0,3.6.3.14,C,NZ_CM001475.1,chromosome,2886725,2888098,1373,457,"ATP synthase, F1 beta subunit",GO:0005524; GO:0015986; GO:0045261; GO:0046933,ko:K02112,"ko00190,ko00195,ko01100,map00190,map00195,map01100"
EIC29133.1,H8GJE3,4.2.1.2,C,NZ_CM001475.1,chromosome,1502506,1503879,1373,457,fumarase,GO:0004333; GO:0006099; GO:0006106; GO:0045239,ko:K01679,"ko00020,ko00620,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko04934,ko05200,ko05211,map00020,map00620,map00720,map01100,map01110,map01120,map01130,map01200,map04934,map05200,map05211"
EIC30151.1,H8GHJ9,4.2.1.2,C,NZ_CM001475.1,chromosome,2751379,2752890,1511,503,"hydro-lyase, Fe-S type, tartrate/fumarate subfamily",GO:0004333; GO:0006091; GO:0046872; GO:0051539,"ko:K01676,ko:K01677,ko:K01678","ko00020,ko00620,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00620,map00720,map01100,map01110,map01120,map01130,map01200"
EIC28168.1,H8GLX2,4.2.1.3,C,NZ_CM001475.1,chromosome,315926,317878,1952,650,"aconitate hydratase, putative, Aquifex type",NA,ko:K01681,"ko00020,ko00630,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,map00020,map00630,map00720,map01100,map01110,map01120,map01130,map01200,map01210,map01230"
EIC31540.1,H8GJ33,4.2.1.3; 4.2.1.99,C,NZ_CM001475.1,chromosome,4344838,4347408,2570,856,aconitate hydratase 2,GO:0003994; GO:0005829; GO:0006099; GO:0046872; GO:0047456; GO:0047780; GO:0051539,ko:K01682,"ko00020,ko00630,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,map00020,map00630,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01210,map01230"
EIC28014.1,H8GKK6,5.4.3.2,C,NZ_CM001475.1,chromosome,145506,146516,1010,336,"lysine-2,3-aminomutase-related protein",GO:0003824; GO:0046872; GO:0051539,"ko:K01843,ko:K19810","ko00310,map00310"
EIC29801.1,H8GQH4,6.2.1.13,C,NZ_CM001475.1,chromosome,2303043,2305724,2681,893,acyl-CoA synthetase (NDP forming),GO:0005524; GO:0008080; GO:0046872; GO:0048037,"ko:K01905,ko:K09181,ko:K22224","ko00010,ko00620,ko00640,ko01100,ko01120,map00010,map00620,map00640,map01100,map01120"
EIC31311.1,H8GH36,6.2.1.5,C,NZ_CM001475.1,chromosome,4076252,4077124,872,290,"succinyl-CoA synthetase, alpha subunit",GO:0000166; GO:0004775; GO:0006099; GO:0048037,ko:K01902,"ko00020,ko00640,ko00660,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00640,map00660,map00720,map01100,map01110,map01120,map01130,map01200"
EIC30269.1,H8GIS9,7.-.-.-,C,NZ_CM001475.1,chromosome,2893888,2894469,581,193,"electron transport complex, RnfABCDGE type, B subunit",GO:0005886; GO:0009055; GO:0046872; GO:0051539,"ko:K00441,ko:K03616","ko00680,ko01100,ko01120,map00680,map01100,map01120"
EIC29293.1,H8GKX1,7.1.1.-,C,NZ_CM001475.1,chromosome,1706202,1707659,1457,485,"proton-translocating NADH-quinone oxidoreductase, chain N",GO:0005886; GO:0008137; GO:0016021; GO:0042773; GO:0048038,ko:K00343,"ko00190,ko01100,map00190,map01100"
EIC29296.1,H8GKX4,7.1.1.-,C,NZ_CM001475.1,chromosome,1711205,1711513,308,102,NADH:ubiquinone oxidoreductase subunit 11 or 4L (chain K),GO:0005886; GO:0016021; GO:0042773; GO:0048038; GO:0050136,ko:K00340,"ko00190,ko01100,map00190,map01100"
EIC29297.1,H8GKX5,7.1.1.-,C,NZ_CM001475.1,chromosome,1711510,1712028,518,172,NADH:ubiquinone oxidoreductase subunit 6 (chain J),GO:0005886; GO:0008137; GO:0016021; GO:0048038,ko:K00339,"ko00190,ko01100,map00190,map01100"
EIC29298.1,H8GKX6,7.1.1.-,C,NZ_CM001475.1,chromosome,1712039,1712554,515,171,"NADH-quinone oxidoreductase, chain I",GO:0005506; GO:0005886; GO:0048038; GO:0050136; GO:0051539,ko:K00338,"ko00190,ko01100,map00190,map01100"
EIC29299.1,H8GKX7,7.1.1.-,C,NZ_CM001475.1,chromosome,1712577,1713530,953,317,NADH:ubiquinone oxidoreductase subunit 1 (chain H),GO:0005886; GO:0016021; GO:0016655; GO:0048038,ko:K00337,"ko00190,ko01100,map00190,map01100"
EIC29301.1,H8GKX9,7.1.1.-,C,NZ_CM001475.1,chromosome,1716220,1717509,1289,429,"NADH-quinone oxidoreductase, F subunit",GO:0008137; GO:0010181; GO:0046872; GO:0048038; GO:0051287; GO:0051539,ko:K00335,"ko00190,ko01100,map00190,map01100"
EIC29303.1,H8GKY1,7.1.1.-,C,NZ_CM001475.1,chromosome,1718000,1719778,1778,592,"NADH/F420H2 dehydrogenase, subunit C",GO:0005737; GO:0005886; GO:0008137; GO:0030964; GO:0048038; GO:0051287,"ko:K00333,ko:K13378,ko:K13380","ko00190,ko01100,map00190,map01100"
EIC29304.1,H8GKY2,7.1.1.-,C,NZ_CM001475.1,chromosome,1719818,1720459,641,213,"NADH-quinone oxidoreductase, B subunit",GO:0005506; GO:0005886; GO:0008137; GO:0048038; GO:0051539,"ko:K00331,ko:K13380","ko00190,ko01100,map00190,map01100"
EIC29305.1,H8GKY3,7.1.1.-,C,NZ_CM001475.1,chromosome,1720428,1720883,455,151,NADH:ubiquinone oxidoreductase subunit 3 (chain A),GO:0005886; GO:0008137; GO:0016021; GO:0048038,ko:K00330,"ko00190,ko01100,map00190,map01100"
EIC28831.1,H8GGN5,7.1.1.1,C,NZ_CM001475.1,chromosome,1134052,1135623,1571,523,"NAD(P) transhydrogenase, alpha subunit",GO:0000166; GO:0008746; GO:0016021; GO:1902600,ko:K00324,"ko00760,ko01100,map00760,map01100"
EIC28832.1,H8GGN6,7.1.1.1,C,NZ_CM001475.1,chromosome,1135640,1137031,1391,463,NAD/NADP transhydrogenase beta subunit,GO:0005886; GO:0008750; GO:0016021; GO:0050661,ko:K00325,"ko00760,ko01100,map00760,map01100"
EIC28163.1,H8GLW7,7.1.1.8,C,NZ_CM001475.1,chromosome,311072,311671,599,199,"ubiquinol-cytochrome c reductase, iron-sulfur subunit",GO:0008121; GO:0016021; GO:0051537,ko:K00411,"ko00190,ko01100,ko02020,ko04260,ko04714,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map02020,map04260,map04714,map04932,map05010,map05012,map05016"
EIC30266.1,H8GIS6,7.1.2.2,C,NZ_CM001475.1,chromosome,2890518,2891984,1466,488,"proton translocating ATP synthase, F1 alpha subunit",GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933,ko:K02111,"ko00190,ko00195,ko01100,map00190,map00195,map01100"
EIC31413.1,H8GIA1,7.1.2.2,C,NZ_CM001475.1,chromosome,4188200,4189603,1403,467,"ATP synthase, F1 beta subunit",GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933,ko:K02112,"ko00190,ko00195,ko01100,map00190,map00195,map01100"
EIC31415.1,H8GIA3,7.1.2.2,C,NZ_CM001475.1,chromosome,4190518,4192059,1541,513,"proton translocating ATP synthase, F1 alpha subunit",GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933,ko:K02111,"ko00190,ko00195,ko01100,map00190,map00195,map01100"
EIC30727.1,H8GN13,7.2.1.1,C,NZ_CM001475.1,chromosome,3413189,3414409,1220,406,"NADH:ubiquinone oxidoreductase, Na(+)-translocating, F subunit",GO:0005886; GO:0006814; GO:0009055; GO:0016021; GO:0016655; GO:0046872; GO:0051537,ko:K00351,NA
EIC30728.1,H8GN14,7.2.1.1,C,NZ_CM001475.1,chromosome,3414420,3415028,608,202,"NADH:ubiquinone oxidoreductase, Na(+)-translocating, E subunit",GO:0005886; GO:0006814; GO:0009276; GO:0016021; GO:0016655; GO:0022904,ko:K00350,NA
EIC30729.1,H8GN15,7.2.1.1,C,NZ_CM001475.1,chromosome,3415028,3415723,695,231,"NADH:ubiquinone oxidoreductase, Na(+)-translocating, D subunit",GO:0005886; GO:0006814; GO:0016021; GO:0016655,ko:K00349,NA
EIC30730.1,H8GN16,7.2.1.1,C,NZ_CM001475.1,chromosome,3415720,3416655,935,311,"NADH:ubiquinone oxidoreductase, Na(+)-translocating, C subunit",GO:0005886; GO:0006814; GO:0010181; GO:0016021; GO:0016655,ko:K00348,NA
EIC30731.1,H8GN17,7.2.1.1,C,NZ_CM001475.1,chromosome,3416648,3417850,1202,400,"NADH:ubiquinone oxidoreductase, Na(+)-translocating, B subunit",GO:0005886; GO:0006814; GO:0010181; GO:0016021; GO:0016655; GO:0022904; GO:0055085,"ko:K00347,ko:K21163","ko01059,ko01130,map01059,map01130"
EIC30732.1,H8GN18,7.2.1.1,C,NZ_CM001475.1,chromosome,3417850,3419205,1355,451,"NADH:ubiquinone oxidoreductase, Na(+)-translocating, A subunit",GO:0006814; GO:0016655,ko:K00346,NA
EIC28925.1,H8GHU1,7.2.3.-,C,NZ_CM001475.1,chromosome,1239009,1241150,2141,713,vacuolar-type H(+)-translocating pyrophosphatase,GO:0000287; GO:0004427; GO:0005887; GO:0006814; GO:0009678; GO:0030955,"ko:K01507,ko:K15987","ko00190,map00190"
EIC29758.1,H8GPX9,7.2.4.2,C,NZ_CM001475.1,chromosome,2252526,2252753,227,75,sodium pump decarboxylase gamma subunit family protein,GO:0005886; GO:0008948; GO:0015081; GO:0015451; GO:0016021; GO:0036376,ko:K01573,"ko00620,ko01100,map00620,map01100"
EIC29760.1,H8GPY1,7.2.4.2,C,NZ_CM001475.1,chromosome,2254702,2255829,1127,375,"sodium ion-translocating decarboxylase, beta subunit",GO:0005886; GO:0006814; GO:0015451; GO:0016021; GO:0016829,ko:K01572,"ko00620,ko01100,map00620,map01100"
EIC27901.1,H8GJ84,,C,NZ_CM001475.1,chromosome,32206,32985,779,259,putative flavoprotein,NA,NA,NA
EIC27904.1,H8GJU5,,C,NZ_CM001475.1,chromosome,35864,36595,731,243,putative flavoprotein,NA,NA,NA
EIC27951.1,H8GJZ2,,C,NZ_CM001475.1,chromosome,81294,81860,566,188,cytochrome c553,GO:0005506; GO:0009055; GO:0020037,NA,NA
EIC28038.1,H8GKN0,,C,NZ_CM001475.1,chromosome,171564,172250,686,228,cytochrome c553,GO:0005506; GO:0009055; GO:0020037; GO:0042597,NA,NA
EIC28042.1,H8GKN4,,C,NZ_CM001475.1,chromosome,174945,175694,749,249,rubrerythrin,NA,NA,NA
EIC28164.1,H8GLW8,,C,NZ_CM001475.1,chromosome,311668,313083,1415,471,cytochrome b subunit of the bc complex,GO:0008121; GO:0016021; GO:0022904; GO:0045275; GO:0046872,"ko:K00410,ko:K00412,ko:K02635,ko:K02637","ko00190,ko00195,ko01100,ko02020,ko04260,ko04714,ko04932,ko05010,ko05012,ko05016,map00190,map00195,map01100,map02020,map04260,map04714,map04932,map05010,map05012,map05016"
EIC28165.1,H8GLW9,,C,NZ_CM001475.1,chromosome,313085,313807,722,240,cytochrome c1,GO:0009055; GO:0016021; GO:0020037; GO:0046872,"ko:K00410,ko:K00412,ko:K00413","ko00190,ko01100,ko02020,ko04260,ko04714,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map02020,map04260,map04714,map04932,map05010,map05012,map05016"
EIC28176.1,H8GLY0,,C,NZ_CM001475.1,chromosome,332607,336257,3650,1216,Mo-co oxidoreductase dimerization domain protein,NA,"ko:K02388,ko:K02396","ko02040,map02040"
EIC28210.1,H8GM14,,C,NZ_CM001475.1,chromosome,378241,378648,407,135,hemoglobin,GO:0005344; GO:0019825; GO:0020037; GO:0046872,"ko:K03406,ko:K06886","ko02020,ko02030,map02020,map02030"
EIC28242.1,H8GMK2,,C,NZ_CM001475.1,chromosome,415981,417264,1283,427,"cytochrome c, mono- and diheme variants family",GO:0005506; GO:0009055; GO:0016020; GO:0016614; GO:0020037,NA,NA
EIC28250.1,H8GML0,,C,NZ_CM001475.1,chromosome,426127,426978,851,283,Fe-S oxidoreductase,GO:0003824; GO:0051536,NA,NA
EIC28286.1,H8GMP6,,C,NZ_CM001475.1,chromosome,480795,483134,2339,779,Protein of unknown function (DUF1553),NA,NA,NA
EIC28291.1,H8GMQ1,,C,NZ_CM001475.1,chromosome,485750,486415,665,221,cytochrome c553,GO:0005506; GO:0009055; GO:0020037; GO:0042597,NA,NA
EIC28335.1,H8GNA6,,C,NZ_CM001475.1,chromosome,556287,556799,512,170,hypothetical protein Metal_0484,NA,NA,NA
EIC28369.1,H8GNE0,,C,NZ_CM001475.1,chromosome,599202,600362,1160,386,cytochrome c553,GO:0009055; GO:0016021; GO:0020037; GO:0046872,ko:K03611,NA
EIC28528.1,H8GPR6,,C,NZ_CM001475.1,chromosome,797565,797942,377,125,hypothetical protein Metal_0689,NA,NA,NA
EIC28606.1,H8GQE7,,C,NZ_CM001475.1,chromosome,884975,886504,1529,509,hypothetical protein Metal_0773,GO:0009055; GO:0020037; GO:0046872,NA,NA
EIC28607.1,H8GQE8,,C,NZ_CM001475.1,chromosome,886757,887596,839,279,hypothetical protein Metal_0774,GO:0009055; GO:0020037,NA,NA
EIC28630.1,H8GQX1,,C,NZ_CM001475.1,chromosome,913486,914085,599,199,nitric oxide reductase large subunit,GO:0009055; GO:0020037; GO:0046872,ko:K02305,"ko00910,ko01120,map00910,map01120"
EIC28632.1,H8GQX3,,C,NZ_CM001475.1,chromosome,914481,914660,179,59,hypothetical protein Metal_0801,NA,NA,NA
EIC28682.1,H8GR23,,C,NZ_CM001475.1,chromosome,958802,959716,914,304,hypothetical protein Metal_0853,GO:0016021,NA,NA
EIC28782.1,H8GGI6,,C,NZ_CM001475.1,chromosome,1078435,1080990,2555,851,hypothetical protein Metal_0963,GO:0009055; GO:0020037,NA,NA
EIC28969.1,H8GHY5,,C,NZ_CM001475.1,chromosome,1300008,1300517,509,169,hydrogenase maturation protease,GO:0008047; GO:0008233,NA,NA
EIC28996.1,H8GI12,,C,NZ_CM001475.1,chromosome,1327074,1327526,452,150,"SUF system FeS assembly protein, NifU family",GO:0005506; GO:0016226; GO:0051536,ko:K04488,NA
EIC29201.1,H8GK77,,C,NZ_CM001475.1,chromosome,1587381,1588598,1217,405,"Ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6 family",GO:0006744; GO:0016709; GO:0071949,"ko:K03184,ko:K03185","ko00130,ko01100,ko01110,map00130,map01100,map01110"
EIC29217.1,H8GK93,,C,NZ_CM001475.1,chromosome,1603945,1604718,773,257,"methane monooxygenase/ammonia monooxygenase, subunit C",GO:0004497; GO:0016021,ko:K10946,"ko00680,ko00910,ko01100,ko01120,ko01200,map00680,map00910,map01100,map01120,map01200"
EIC29218.1,H8GK94,,C,NZ_CM001475.1,chromosome,1604832,1606055,1223,407,"methane monooxygenase/ammonia monooxygenase, subunit B",GO:0004497; GO:0016021,ko:K10945,"ko00680,ko00910,ko01100,ko01120,ko01200,map00680,map00910,map01100,map01120,map01200"
EIC29235.1,H8GKR3,,C,NZ_CM001475.1,chromosome,1626467,1627327,860,286,formate dehydrogenase family accessory protein FdhD,GO:0005737; GO:0006777; GO:0016783; GO:0097163,ko:K02379,NA
EIC29277.1,H8GKV5,,C,NZ_CM001475.1,chromosome,1681596,1681919,323,107,"monothiol glutaredoxin, Grx4 family",GO:0005623; GO:0009055; GO:0015035; GO:0045454; GO:0046872; GO:0051537,ko:K07390,NA
EIC29332.1,H8GLG7,,C,NZ_CM001475.1,chromosome,1754300,1755676,1376,458,"K+ transport system, NAD-binding component",GO:0005886; GO:0015079,"ko:K03499,ko:K05571",NA
EIC29343.1,H8GLH8,,C,NZ_CM001475.1,chromosome,1767412,1769298,1886,628,hypothetical protein Metal_1560,GO:0009055; GO:0020037; GO:0046872,NA,NA
EIC29779.1,H8GQF2,,C,NZ_CM001475.1,chromosome,2277317,2277709,392,130,"succinate dehydrogenase, cytochrome b556 subunit",GO:0000104; GO:0006099; GO:0009055; GO:0016021; GO:0045281; GO:0046872,ko:K00241,"ko00020,ko00190,ko00650,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00190,map00650,map00720,map01100,map01110,map01120,map01130,map01200"
EIC29780.1,H8GQF3,,C,NZ_CM001475.1,chromosome,2277706,2278086,380,126,"succinate dehydrogenase, hydrophobic membrane anchor protein",GO:0000104; GO:0006099; GO:0016021; GO:0020037,ko:K00242,"ko00020,ko00190,ko00650,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00190,map00650,map00720,map01100,map01110,map01120,map01130,map01200"
EIC29793.1,H8GQG6,,C,NZ_CM001475.1,chromosome,2289308,2289652,344,114,"cytochrome c, mono- and diheme variants family",GO:0009055; GO:0020037; GO:0046872,"ko:K00405,ko:K03888,ko:K08738,ko:K17223","ko00190,ko00920,ko01100,ko01120,ko01524,ko02020,ko04115,ko04210,ko04214,ko04215,ko04932,ko05010,ko05012,ko05014,ko05016,ko05134,ko05145,ko05152,ko05161,ko05164,ko05167,ko05168,ko05200,ko05210,ko05222,ko05416,map00190,map00920,map01100,map01120,map01524,map02020,map04115,map04210,map04214,map04215,map04932,map05010,map05012,map05014,map05016,map05134,map05145,map05152,map05161,map05164,map05167,map05168,map05200,map05210,map05222,map05416"
EIC29882.1,H8GR55,,C,NZ_CM001475.1,chromosome,2390558,2391202,644,214,cytochrome c553,GO:0005506; GO:0009055; GO:0020037; GO:0042597,NA,NA
EIC30005.1,H8GG81,,C,NZ_CM001475.1,chromosome,2556596,2558179,1583,527,"cytochrome c, mono- and diheme variants family",GO:0005506; GO:0009055; GO:0020037,NA,NA
EIC30006.1,H8GG82,,C,NZ_CM001475.1,chromosome,2558176,2558493,317,105,cytochrome c553,GO:0009055; GO:0020037; GO:0046872,NA,NA
EIC30007.1,H8GG83,,C,NZ_CM001475.1,chromosome,2558490,2558801,311,103,hypothetical protein Metal_2267,GO:0009055; GO:0020037; GO:0046872,ko:K19344,NA
EIC30013.1,H8GGQ0,,C,NZ_CM001475.1,chromosome,2562177,2563340,1163,387,heme d1 biosynthesis radical SAM protein NirJ,GO:0003824; GO:0046872; GO:0051539,ko:K22226,NA
EIC30023.1,H8GGR0,,C,NZ_CM001475.1,chromosome,2577314,2578408,1094,364,NADH:flavin oxidoreductase,GO:0010181; GO:0016491,ko:K10680,"ko00633,ko01120,map00633,map01120"
EIC30059.1,H8GGU6,,C,NZ_CM001475.1,chromosome,2647069,2647677,608,202,Cytochrome c,GO:0009055; GO:0020037; GO:0046872,NA,NA
EIC30144.1,H8GHJ2,,C,NZ_CM001475.1,chromosome,2738170,2738508,338,112,hypothetical protein Metal_2422,GO:0009055; GO:0020037; GO:0046872,ko:K12263,NA
EIC30190.1,H8GI46,,C,NZ_CM001475.1,chromosome,2808419,2808895,476,158,"cytochrome c(L), periplasmic",GO:0005506; GO:0009055; GO:0020037; GO:0042597,ko:K16255,"ko00680,ko01120,map00680,map01120"
EIC30242.1,H8GIQ2,,C,NZ_CM001475.1,chromosome,2867880,2868089,209,69,copper chaperone,GO:0030001; GO:0046872,ko:K07213,"ko04978,map04978"
EIC30261.1,H8GIS1,,C,NZ_CM001475.1,chromosome,2888095,2888505,410,136,"F0F1-type ATP synthase, epsilon subunit",GO:0015986; GO:0045261; GO:0046933,ko:K02114,"ko00190,ko00195,ko01100,map00190,map00195,map01100"
EIC30263.1,H8GIS3,,C,NZ_CM001475.1,chromosome,2888780,2889487,707,235,"F0F1-type ATP synthase, alpha subunit",GO:0005886; GO:0015986; GO:0016021; GO:0045263; GO:0046933,ko:K02108,"ko00190,ko00195,ko01100,map00190,map00195,map01100"
EIC30264.1,H8GIS4,,C,NZ_CM001475.1,chromosome,2889480,2889746,266,88,"ATP synthase, F0 subunit c",GO:0005886; GO:0008289; GO:0015986; GO:0016021; GO:0045263; GO:0046933,ko:K02110,"ko00190,ko00195,ko01100,map00190,map00195,map01100"
EIC30265.1,H8GIS5,,C,NZ_CM001475.1,chromosome,2889767,2890528,761,253,"F0F1-type ATP synthase, beta subunit",GO:0015986; GO:0016021; GO:0045263; GO:0046933,ko:K02109,"ko00190,ko00195,ko01100,map00190,map00195,map01100"
EIC30267.1,H8GIS7,,C,NZ_CM001475.1,chromosome,2891968,2892771,803,267,"F0F1-type ATP synthase, gamma subunit",GO:0015986; GO:0045261; GO:0046933,ko:K02115,"ko00190,ko00195,ko01100,map00190,map00195,map01100"
